title,genre,final
07-Ghost ,"['hành động', 'giả tưởng', 'phép thuật', 'shoujo', 'quân đội', 'ác quỷ']",07-ghost
Chaika: The Coffin Princess,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'tình yêu', 'shounen']",chaika the coffin princess
"Date A Live 4, Date A Live Fourth Season, DAL 4","['học đường', 'hài hước', 'harem', 'tình yêu']",date a live date a live fourth season dal
Tây du ký,"['hành động', 'siêu năng lực', 'cartoon']",tây du ký
Gundam Build Fighters 2nd Season ,"['hành động', 'mecha', 'shounen', 'viễn tưởng']",gundam build fighters
"Furuba, Fruits Basket (Zenpen)","['hài hước', 'đời thường', 'drama', 'giả tưởng', 'tình yêu', 'shoujo']",furuba fruits basket
Bungo Stray Dogs 3,"['hành động', 'bỉ ẩn', 'siêu nhiên', 'siêu năng lực', 'seinen']",bungo stray dogs
"My Girlfriend Is ShoBitch, My Girlfriend is a Faithful Virgin Bitch, Boku no Kanojo ga Majimesugiru Shojo Bitch na Ken, Bạn gái tôi là con đĩ chung tình","['học đường', 'hài hước', 'tình yêu']",my girlfriend is shobitch my girlfriend is a faithful virgin bitch boku no kanojo ga majimesugiru shojo bitch na ken bạn gái tôi là con đĩ chung tình
"Toaru Kagaku no Railgun 3, Toaru Kagaku no Choudenjihou 3, A Certain Scientific Railgun 3","['hành động', 'siêu năng lực', 'viễn tưởng']",toaru kagaku no railgun toaru kagaku no choudenjihou a certain scientific railgun
Xing Chen Bian,"['lịch sử', 'võ thuật', 'cartoon']",xing chen bian
ゼロから始める魔法の書,"['hành động', 'giả tưởng']",ゼロから始める魔法の書
Vua trò chơi phần 1 ,"['hành động', 'hài hước', 'giả tưởng', 'shounen', 'game']",vua trò chơi
DAYS,"['học đường', 'thể thao', 'shounen']",days
Tân Thời Minh Nguyệt Phần 5 Quân Lâm Thiên Hạ,"['lịch sử', 'võ thuật', 'bạo lực', 'cartoon']",tân thời minh nguyệt quân lâm thiên hạ
"I'm Quitting Heroingl, Yuuyame","['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",i'm quitting heroingl yuuyame
Love and Lies ,"['học đường', 'drama', 'tình yêu']",love and lies
Magical Warfare ,"['hành động', 'giả tưởng', 'phép thuật']",magical warfare
SUPER LOVERS（スーパーラヴァーズ）,"['hài hước', 'drama', 'tình yêu', 'shounen ai', 'yaoi']",super lovers（スーパーラヴァーズ）
OreImo ,"['hài hước', 'đời thường', 'seinen']",oreimo
Maburaho,"['học đường', 'hài hước', 'drama', 'ecchi', 'harem', 'phép thuật', 'tình yêu']",maburaho
Kamen Rider Ex-Aid,['tokusatsu'],kamen rider ex-aid
To LOVE-Ru Trouble Darkness OVA ,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'shounen', 'viễn tưởng']",to love-ru trouble darkness
Outbreak Company,"['hài hước', 'giả tưởng', 'parody', 'isekai']",outbreak company
Enen no Shouboutai: Ni no Shou (Ss2),"['hành động', 'siêu nhiên', 'shounen']",enen no shouboutai ni no shou
My Little Monster ,"['học đường', 'hài hước', 'đời thường', 'tình yêu', 'shoujo']",my little monster
Digimon Season Four ,"['hành động', 'phiêu lưu', 'giả tưởng']",digimon season four
Phàm Nhân Tu Tiên,"['võ thuật', 'cartoon']",phàm nhân tu tiên
Inazuma Eleven Orion no Kokuin,['thể thao'],inazuma eleven orion no kokuin
Daily Lives of High School Boys ,"['học đường', 'hài hước', 'đời thường', 'shounen']",daily lives of high school boys
Miss Washer!: Her and I in Female Bath!?,"['hài hước', 'ecchi', 'tình yêu']",miss washer her and i in female bath
Người chăn chiên của Thư viện khổng lồ ,"['học đường', 'harem', 'tình yêu']",người chăn chiên của thư viện khổng lồ
ドリフターズ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'lịch sử', 'isekai', 'samurai', 'seinen']",ドリフターズ
Nagi no Asukara,"['drama', 'giả tưởng', 'tình yêu']",nagi no asukara
"Tôi, sẽ trở thành tóc hai bím ","['hành động', 'học đường', 'hài hước', 'giả tưởng', 'tình yêu', 'shounen', 'hoán đổi giới tính']",tôi sẽ trở thành tóc hai bím
Haganai Next ,"['học đường', 'hài hước', 'harem', 'tình yêu', 'seinen']",haganai next
GARO: Viêm Khắc Ấn ,"['hành động', 'giả tưởng', 'ác quỷ']",garo viêm khắc ấn
Great Teacher Onizuka,"['học đường', 'hài hước', 'đời thường', 'drama', 'shounen']",great teacher onizuka
Dáng hình thanh âm,"['học đường', 'drama', 'shounen']",dáng hình thanh âm
"The Strongest Sage of Disqualified Crest, Shikkakumon no Saikyokenja","['hành động', 'phiêu lưu', 'giả tưởng']",the strongest sage of disqualified crest shikkakumon no saikyokenja
Aldnoah Zero,"['hành động', 'giả tưởng', 'mecha']",aldnoah zero
Inazuma Eleven Go Galaxy,"['thể thao', 'shounen', 'siêu năng lực']",inazuma eleven go galaxy
Bửu bối thần kì Phần 14 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",bửu bối thần kì
Sorcerous Stabber Orphen,"['hành động', 'phiêu lưu', 'drama', 'giả tưởng', 'phép thuật', 'võ thuật']",sorcerous stabber orphen
Cells At Work,"['hài hước', 'shounen']",cells at work
Sukuru Deizu [Blu-ray],"['học đường', 'drama', 'harem', 'kinh dị', 'tình yêu', 'tragedy']",sukuru deizu
JoJo's Bizarre Adventure Part 3 ,"['hành động', 'phiêu lưu', 'shounen']",jojo's bizarre adventure
Kamisama Hajimemashita 2nd Season ,"['hài hước', 'giả tưởng', 'tình yêu', 'siêu nhiên', 'shoujo', 'ác quỷ']",kamisama hajimemashita
Ah! My goddess,"['hài hước', 'phép thuật', 'tình yêu', 'shounen']",ah my goddess
YU-NO: A girl who chants love at the bound of this world.,"['drama', 'viễn tưởng', 'isekai']",yu-no a girl who chants love at the bound of this world
PSO2 The Animation,['viễn tưởng'],pso2 the animation
Doraemon 3D ,"['hài hước', 'đời thường', 'shounen', 'viễn tưởng']",doraemon 3d
Jue Shi Wu Hun,"['hành động', 'giả tưởng', 'võ thuật']",jue shi wu hun
My Bride is a Mermaid,"['học đường', 'hài hước', 'tình yêu', 'parody']",my bride is a mermaid
Divine Gate,"['hành động', 'giả tưởng', 'viễn tưởng']",divine gate
Skilled Teaser Takagi-san,"['học đường', 'hài hước', 'đời thường', 'tình yêu', 'shounen']",skilled teaser takagi-san
Rosario and Vampire Capu2,"['học đường', 'hài hước', 'ecchi', 'harem', 'tình yêu', 'ma cà rồng', 'viễn tưởng']",rosario and vampire capu2
Chiến Quốc,"['hành động', 'lịch sử', 'quân đội', 'seinen']",chiến quốc
From Me to You,"['học đường', 'tình yêu', 'shoujo']",from me to you
Kaito Kid Tanjou no Himitsu,"['phiêu lưu', 'hài hước', 'tình yêu', 'shounen']",kaito kid tanjou no himitsu
Ma Vương và Dũng Sĩ,"['phiêu lưu', 'giả tưởng', 'tình yêu', 'ác quỷ']",ma vương và dũng sĩ
カードファイト!! ヴァンガード,"['hành động', 'phiêu lưu', 'shounen', 'game', 'ác quỷ']",カードファイト ヴァンガード
Avatar: Truyền Thuyết Về Korra,"['hành động', 'phiêu lưu', 'giả tưởng', 'siêu nhiên']",avatar truyền thuyết về korra
The Amazing World of Gumball Phần 4,"['hài hước', 'kids', 'cartoon']",the amazing world of gumball
"Dragon Quest: Dai's Great Adventure, Dragon Quest: Adventure of Dai, Dấu ấn rồng thiên 2020","['hành động', 'phiêu lưu', 'giả tưởng', 'shounen']",dragon quest: dai's great adventure dragon quest: adventure of dai dấu ấn rồng thiên 
Terraformars,"['hành động', 'kinh dị', 'vũ trụ', 'tragedy', 'viễn tưởng']",terraformars
レディ ジュエルペット,"['phép thuật', 'kids']",レディ ジュエルペット
Is this A Zombie? of the Dead,"['hành động', 'hài hước', 'ecchi', 'harem', 'phép thuật', 'siêu nhiên']",is this a zombie of the dead
"Diabolik Lovers More,Blood ","['học đường', 'harem', 'ma cà rồng', 'shoujo']",diabolik lovers more blood
"Rage of Bahamut: Virgin Soul , Shingeki no Bahamut Season 2","['hành động', 'phiêu lưu', 'giả tưởng', 'phép thuật', 'siêu nhiên', 'ác quỷ']",rage of bahamut: virgin soul shingeki no bahamut
FORTUNE ARTERIAL [Blu-ray],"['học đường', 'ecchi', 'harem', 'giả tưởng']",fortune arterial
"Quan Zhi Fa Shi 4, Full-Time Magister 4, Quanzhi Fashi 4th Season","['hành động', 'học đường', 'giả tưởng', 'phép thuật', 'isekai']",quan zhi fa shi full-time magister quanzhi fashi
Gabriel DropOut,"['học đường', 'hài hước', 'siêu nhiên', 'shounen']",gabriel dropout
Your Name ,"['học đường', 'drama', 'tình yêu', 'siêu nhiên']",your name
Gundam Build Divers,"['hành động', 'mecha', 'viễn tưởng']",gundam build divers
The 7 Deadly Sins,"['ecchi', 'giả tưởng']",the 7 deadly sins
はんだくん,"['hài hước', 'đời thường', 'shounen']",はんだくん
Lord El-Melloi II Case Files: Rail Zeppelin Grace Note,"['giả tưởng', 'bỉ ẩn', 'siêu nhiên']",lord el-melloi ii case files rail zeppelin grace note
Kanokon: The Girl Who Cried Fox,"['hài hước', 'ecchi', 'harem', 'tình yêu', 'siêu nhiên', 'shounen']",kanokon the girl who cried fox
Samurai Harem,"['hài hước', 'ecchi', 'harem', 'tình yêu', 'shounen', 'võ thuật']",samurai harem
Castle Town Dandelion,"['hài hước', 'đời thường', 'siêu năng lực', 'seinen']",castle town dandelion
Bửu bối thần kì Phần 11 ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",bửu bối thần kì
Chiến Đội Thú Vương,['tokusatsu'],chiến đội thú vương
Digimon: Digital Monsters (Ss1),"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng', 'shounen', 'kids', 'isekai']",digimon digital monsters
Cuộc Phiêu Lưu đến quần đảo Orange ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",cuộc phiêu lưu đến quần đảo orange
Impostory,"['hài hước', 'ecchi', 'siêu nhiên']",impostory
The Evolution Fruit: Conquering Life Unknowingly,"['phiêu lưu', 'harem', 'giả tưởng', 'tình yêu', 'siêu nhiên', 'isekai']",the evolution fruit conquering life unknowingly
Samurai Girls,"['hành động', 'học đường', 'hài hước', 'ecchi', 'harem', 'samurai']",samurai girls
3D Girlfriend,"['học đường', 'tình yêu', 'shoujo']",3d girlfriend
"Dr. Stone: Stone Wars, Dr. Stone Second Season","['phiêu lưu', 'shounen', 'viễn tưởng']",dr. stone: stone wars dr. stone
Bửu bối thần kì ,"['hành động', 'phiêu lưu', 'hài hước', 'giả tưởng']",bửu bối thần kì
Puri Para ,"['học đường', 'đời thường', 'music', 'shoujo']",puri para
Shao nian ge xing,"['võ thuật', 'cartoon']",shao nian ge xing
Valkyrie Romanze ,"['hành động', 'học đường', 'ecchi', 'harem', 'tình yêu', 'thể thao']",valkyrie romanze
"Love, Elections & Chocolate [Bluray]","['học đường', 'drama', 'tình yêu']",love elections & chocolate
The Greatest Maou is Reborned to Get Friends,"['hành động', 'học đường', 'giả tưởng', 'isekai']",the greatest maou is reborned to get friends
Aikatsu New 2016,"['học đường', 'đời thường', 'music', 'shoujo']",aikatsu new 
"Skeleton Knight going out to the parallel universe, Skeleton Knight in Another World","['hành động', 'giả tưởng', 'isekai']",skeleton knight going out to the parallel universe skeleton knight in another world
Pretty Guardian Sailor Moon: Crystal ,"['giả tưởng', 'phép thuật', 'tình yêu', 'shoujo']",pretty guardian sailor moon crystal
Chiến đội Kị sỹ Khủng long Ryusoulger,['tokusatsu'],chiến đội kị sỹ khủng long ryusoulger
"The Case Study of Vanitas, Vanitas no Shuki, Memoir of Vanitas","['giả tưởng', 'lịch sử', 'ma cà rồng', 'siêu nhiên', 'shounen']",the case study of vanitas vanitas no shuki memoir of vanitas
The Knight In The Area,"['học đường', 'hài hước', 'thể thao', 'shounen']",the knight in the area
"Don't Toy with Me, Miss Nagatoro, Please don't bully me, Nagatoro, Đừng bắt nạt anh nữa, Nagatoro!","['hài hước', 'đời thường', 'tình yêu']",don't toy with me miss nagatoro please don't bully me nagatoro đừng bắt nạt anh nữa nagatoro!
Pokemon Movies,"['phiêu lưu', 'kids']",pokemon movies
ＣＬＡＮＮＡＤ　〜ＡＦＴＥＲ　ＳＴＯＲＹ〜　クラナド　アフターストーリー [Blu-ray],"['đời thường', 'tình yêu', 'tragedy']",ｃｌａｎｎａｄ 〜ａｆｔｅｒ ｓｔｏｒｙ〜 クラナド アフターストーリー
Kirarin Revolution,"['hài hước', 'drama', 'tình yêu', 'shoujo']",kirarin revolution
Witchcraft Works,"['hành động', 'hài hước', 'giả tưởng', 'phép thuật', 'siêu nhiên', 'seinen']",witchcraft works
Sekirei 2 [Bluray],"['hành động', 'hài hước', 'ecchi', 'harem', 'siêu năng lực']",sekirei
Kagerou Project ,"['hài hước', 'tình yêu', 'siêu nhiên', 'siêu năng lực', 'viễn tưởng']",kagerou project
Hành Tinh Đồng Hồ,"['giả tưởng', 'viễn tưởng']",hành tinh đồng hồ
D-Fragments!,"['học đường', 'hài hước', 'game', 'seinen']",d-fragments
Dagashikashi,"['hài hước', 'shounen']",dagashikashi
"Kiss Him, Not Me","['học đường', 'hài hước', 'harem', 'shoujo']",kiss him not me
Danganronpa 3: The End of Hope's Peak Academy - Future Volume ,"['hành động', 'kinh dị', 'bỉ ẩn', 'tâm lý']",danganronpa 3 the end of hope's peak academy-future volume
"Steins,Gate Zero","['viễn tưởng', 'thriller']",steins gate zero
"5-toubun no Hanayome ∬, The Five Wedded Brides 2nd Season, 5-toubun no Hanayome 2nd Season, The Quintessential Quintuplets 2nd Season","['học đường', 'hài hước', 'harem', 'tình yêu', 'shounen']",5-toubun no hanayome ∬ the five wedded brides 5-toubun no hanayome the quintessential quintuplets
The Kawai Complex Guide to Manors and Hostel Behavior [Bluray],"['học đường', 'hài hước', 'đời thường', 'tình yêu']",the kawai complex guide to manors and hostel behavior
キズナイーバー,['viễn tưởng'],キズナイーバー
Familiar of Zero F,"['phiêu lưu', 'ecchi', 'giả tưởng', 'phép thuật', 'tình yêu']",familiar of zero f
Vermeil in Gold,"['học đường', 'giả tưởng', 'shounen']",vermeil in gold
GRANBLUE FANTASY The Animation,['viễn tưởng'],granblue fantasy
"Ta Muốn Trở Thành Chúa Tể Bóng Tối, Shadow Garden, The Eminence in Shadow","['hành động', 'hài hước', 'giả tưởng', 'isekai']",ta muốn trở thành chúa tể bóng tối shadow garden the eminence in shadow
Le Cirque de Karakuri,"['phiêu lưu', 'bỉ ẩn', 'shounen']",le cirque de karakuri
Cardcaptor Sakura: Clear Card Arc,"['phiêu lưu', 'hài hước', 'giả tưởng', 'phép thuật', 'tình yêu', 'shoujo']",cardcaptor sakura clear card arc
Chiến đội Vũ trụ Kyuranger,['tokusatsu'],chiến đội vũ trụ kyuranger
ヴァルキリードライヴ　マーメイド,"['hành động', 'ecchi', 'giả tưởng', 'yuri']",ヴァルキリードライヴ マーメイド
A Certain Scientific Railgun (Ss1) ,"['hành động', 'giả tưởng', 'siêu năng lực', 'viễn tưởng']",a certain scientific railgun
Azur Lane,"['hành động', 'lịch sử', 'quân đội']",azur lane
KLK - Nữ Sinh Bạo Lực,"['hành động', 'hài hước', 'đời thường', 'siêu năng lực']",klk-nữ sinh bạo lực
Macross Δ ,"['hành động', 'mecha', 'music', 'tình yêu', 'quân đội', 'viễn tưởng']",macross δ
Cuckoo's Fiancee,"['hài hước', 'harem', 'tình yêu', 'shounen']",cuckoo's fiancee
Please Teacher! ,"['học đường', 'hài hước', 'drama', 'tình yêu', 'viễn tưởng']",please teacher
"Say ""I Love You"" ","['học đường', 'tình yêu', 'shoujo']",say i love you
I Can't Understand What My Husband Is Saying [Blu-ray],"['hài hước', 'đời thường']",i can't understand what my husband is saying
"How Not to Summon a Demon Lord 2nd Season, Isekai Maou to Shoukan Shoujo no Dorei Majutsu 2nd Season, The Otherworldly Demon King and the Summoner Girls' Slave Magic 2nd Season, Isekai Maou to Shoukan Shoujo no Dorei Majutsu Omega, How Not to Summon a Demon Lord Ω","['hài hước', 'ecchi', 'harem', 'giả tưởng', 'phép thuật', 'isekai']",how not to summon a demon lord isekai maou to shoukan shoujo no dorei majutsu the otherworldly demon king and the summoner girls' slave magic isekai maou to shoukan shoujo no dorei majutsu omega how not to summon a demon lord ω
